date,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var56,var57,var58,var59,var60,var61,var62,var63,var64,var65,var66,var67,var68,var69,var70,var71,var72,var73,var74,var75,var76,var89,var90,var91,var92,var93,var94,var95,var96,var97,var98,var99,var100,var101,var110,var111,var116,var117,var118,var119,var120,var131,var132,var137,var138
2000-01-01,44.43817236,49.54811063,42.46327956,44.41086576,46.5401128,34.97481813,44.45079365,86.92468619,43.12139864,44.43817236400742,49.54811063498247,42.46327955694678,44.41086575775267,46.54011280410809,34.97481813094572,44.45079365079365,86.92468619246861,43.121398638030385,44.85591778,42.97774725,40.14078256,44.85591777539567,42.97774725091525,40.14078255929556,54.955134596211366,55.44475468687674,54.59615576137835,55.57225896973341,52.092653345262946,50.16908693057489,50.55854777578296,54.72034906783022,54.4323947865884,55.84618387663479,53.81619937694705,87.1468643558405,55.97619279929749,53.941222265472945,87.1468643558405,25.2156897625189,61.69127801975991,105.7957130882529,53.62059905412506,42.97642863355657,43.003587903639165,92.88,81.70069301367296,65.7768446310738,64.45172824791418,62.02669303015324,73.2924869425472,46.896207584830336,42.49715276566492,80.41302621127879,103.8765314,103.87653141818049,59.53827460510328,53.94285714285714,56.6588785046729,32.21764555,32.217645545166505,53.9014444674822,46.798824338690515
2000-02-01,46.54957175,56.83287885,42.57765471,43.78927848,43.0255072,47.1740347,47.82539683,228.3472803,42.17358565,46.54957174958477,56.832878846903,42.5776547074404,43.78927847796971,43.02550719757555,47.174034695019586,47.82539682539682,228.34728033472803,42.17358564693557,44.85591778,42.97774725,40.14078256,44.85591777539567,42.97774725091525,40.14078255929556,54.88534396809571,55.44475468687674,54.52644158948312,55.50210463018641,52.092653345262946,50.29838870101452,50.55854777578296,54.442681475604914,54.36274997512685,55.98282256490338,53.96222741433022,86.75616108996194,56.122548541321116,54.08719346049046,86.75616108996194,25.375789380058702,61.871879315839806,105.7957130882529,53.62059905412506,42.97642863355657,43.003587903639165,92.88,81.70069301367296,65.7768446310738,63.667063965037734,61.06772120612951,73.3125753314584,41.057884231536924,42.49715276566492,61.34233518665608,103.6680565,103.66805649945816,59.781287970838406,54.171428571428564,57.242990654205606,32.35550771,32.355507708501364,54.13090054599489,48.15333625164155
2000-03-01,53.01186509,63.2645111,49.0518902,68.02087984,60.9815641,99.21656407,46.07460317,91.63179916,44.64870351,53.0118650875498,63.26451110245423,49.05189019985552,68.02087983790652,60.98156410472262,99.21656407386682,46.074603174603176,91.6317991631799,44.64870350969094,44.85591778,42.97774725,40.14078256,44.85591777539567,42.97774725091525,40.14078255929556,55.02492522432702,55.51455923414439,54.59615576137835,55.57225896973341,52.16224276767074,50.36801273125124,50.618392180331135,54.58151527171757,54.4323947865884,55.84618387663479,53.88434579439253,85.96473652574635,55.97619279929749,54.01907356948229,85.96473652574635,25.375789380058702,62.06310421757145,105.7957130882529,53.62059905412506,42.97642863355657,43.003587903639165,92.88,81.70069301367296,65.7768446310738,62.93206197854588,60.168067226890756,73.3125753314584,45.029940119760475,44.16753024224578,59.33280381254964,102.6018037,102.60180372132324,60.024301336573515,54.74285714285714,57.71028037383177,32.72731822,32.72731821945993,54.36035662450757,49.23769620411482
2000-04-01,51.84489628,62.72302298,47.64326993,64.53174903,61.6718579,77.2057452,45.98095238,75.78451883,45.04812729,51.84489627546977,62.72302298402805,47.64326992535516,64.53174902984306,61.671857900496676,77.20574519679164,45.98095238095238,75.78451882845188,45.0481272917758,44.85591778,42.97774725,40.14078256,44.85591777539567,42.97774725091525,40.14078255929556,55.02492522432702,55.51455923414439,54.59615576137835,55.4319502906394,52.231832190078535,50.437636761487965,50.68821065230401,54.650932169773895,54.4323947865884,55.768104626195594,53.81619937694705,85.35363654578241,55.839594106742126,53.941222265472945,85.35363654578241,25.375789380058702,61.553171146287056,105.68794156388458,53.04256437204413,42.97642863355657,43.34187596104562,92.88,81.70069301367296,65.7768446310738,62.961859356376635,59.80227385071676,75.01004419445562,43.44311377245509,37.21360926710649,55.40111199364575,101.9194387,101.91943867898537,59.90279465370595,55.08571428571429,58.0607476635514,32.92576964,32.925769638494295,54.417029511369144,49.87055218560441
2000-05-01,59.92791932,59.36501753,60.1462798,68.37460078,57.25229396,117.6646148,56.02380952,85.61715481,55.09756417,59.92791932174687,59.36501753019088,60.146279797736575,68.37460077612555,57.252293964138396,117.66461481066965,56.023809523809526,85.61715481171548,55.09756416972237,44.85591778,42.97774725,40.14078256,44.85591777539567,42.97774725091525,40.14078255929556,55.02492522432702,55.51455923414439,54.59615576137835,55.4319502906394,52.231832190078535,50.57688482196141,50.68821065230401,54.58151527171757,54.4323947865884,55.914503220769085,53.96222741433022,85.76437587657784,56.054249195043425,54.01907356948229,85.76437587657784,25.375789380058702,58.9503877616063,105.68794156388458,50.856542301629,42.97642863355657,44.22347514095336,92.88,81.70069301367296,65.7768446310738,64.48152562574494,61.6707859614434,75.01004419445562,37.13572854291417,37.54655612899254,49.43606036536934,102.8607902,102.86079018422939,60.024301336573515,55.771428571428565,58.528037383177576,32.88452845,32.884528453099335,54.36035662450757,49.915577512350694
2000-06-01,73.35077454,89.89481885,66.96063087,80.27061369,66.40289587,141.7086364,70.15238095,381.7991632,60.3981142,73.3507745416255,89.8948188546942,66.96063086925113,80.2706136886569,66.40289586665544,141.7086364484238,70.15238095238095,381.7991631799163,60.3981141959141,44.85591778,42.97774725,40.14078256,44.85591777539567,42.97774725091525,40.14078255929556,55.02492522432702,55.584363781412044,54.665869933273584,55.4319502906394,52.44060045730192,50.77581062263775,50.89766606822262,54.72034906783022,54.57168440951149,56.060901815342575,54.09852024922119,85.35363654578241,56.122548541321116,54.22343324250681,85.35363654578241,25.375789380058702,63.39105492404123,111.32798467249431,54.81870730425643,42.97642863355657,43.97744746283957,90.41,85.64337890990822,65.7768446310738,64.48152562574494,61.6707859614434,75.01004419445562,41.22754491017964,42.129833885679695,53.669579030976955,102.743236,102.74323604503795,60.26731470230863,56.22857142857143,58.99532710280374,32.92366389,32.92366388849324,54.18895569838967,49.82552685885811
2000-07-01,41.8795254,50.97779509,38.36533831,45.03932141,33.70654095,95.28073121,40.41904762,265.5857741,33.36989261,41.879525396498,50.977795091546554,38.36533830965567,45.03932140526803,33.70654095462581,95.28073120686439,40.41904761904762,265.5857740585774,33.369892613934,45.65231099,43.70594629,40.35648345,45.6523109906047,43.70594629198647,40.356483454054825,55.16450648055832,55.72397287594735,54.80529827706404,55.4319502906394,52.5797793021175,50.9747364233141,50.89766606822262,54.72034906783022,54.710974032434585,56.28537966035527,54.38084112149533,85.1532758966139,56.41526002536833,54.4375243285325,85.1532758966139,25.375789380058702,63.72038669924573,111.32798467249431,54.81870730425643,42.97642863355657,44.55151204510508,90.41,85.64337890990822,65.7768446310738,64.75963448549861,62.3232822540781,73.63398955403777,51.11776447105788,36.2173337574259,44.1143764892772,102.3878185,102.38781845232629,60.51032806804374,57.028571428571425,59.57943925233645,32.93370559,32.93370559428061,54.18895569838967,49.915577512350694
2000-08-01,50.98622434,60.03506038,47.49127137,56.83574299,45.91716474,105.2229062,48.28095238,235.460251,42.424044,50.98622434025554,60.0350603817686,47.491271370093905,56.83574298567945,45.91716474450711,105.22290617422122,48.28095238095238,235.4602510460251,42.42404400209534,45.65231099,43.70594629,40.35648345,45.6523109906047,43.70594629198647,40.356483454054825,55.16450648055832,55.654168328679695,54.73558410516881,55.3617959510924,52.71895814693309,51.25323254426099,51.09714741671653,54.85918286394288,54.78061884389613,56.42201834862386,54.45872274143302,85.55399719495092,56.56161576739194,54.50564421954067,85.55399719495092,25.375789380058702,65.8876022522044,113.42354209076757,57.86652653704676,46.394711663912325,47.729369554074836,90.41,89.59542985577824,65.7768446310738,64.75963448549861,62.3232822540781,73.63398955403777,38.43313373253493,35.327252393215886,48.610007942811755,102.3611851,102.36118509266574,60.99635479951398,57.371428571428574,59.81308411214954,33.19506689,33.195066891464634,54.302301472112795,50.638484147332875
2000-09-01,45.65724769,91.99454616,27.7570431,59.44228854,46.84316862,115.2770006,39.28571429,653.0334728,20.075956,45.6572476904873,91.99454616283599,27.7570431013725,59.44228854012844,46.84316861688694,115.27700055959708,39.285714285714285,653.0334728033472,20.075955997904664,45.65231099,43.70594629,40.35648345,45.6523109906047,43.70594629198647,40.356483454054825,55.583250249252245,56.142800159553246,55.22358330843542,55.78272198837441,53.19614275772939,51.65108414561368,51.64572112507481,55.27568425228084,55.26813252412695,56.57817684950225,54.59501557632399,85.46383490282508,56.62991511366963,54.7100038925652,85.46383490282508,25.375789380058702,68.68161053861682,116.29744940725662,60.96689437729899,48.56049404192398,46.16094310609944,90.41,85.30623712305676,65.7768446310738,64.75963448549861,62.3232822540781,73.63398955403777,46.487025948103785,31.459117819069803,40.65131056393963,102.5384347,102.53843469316534,60.753341433778864,57.599999999999994,60.16355140186916,33.40129192,33.40129191821267,54.417029511369144,51.58651741604653
2000-10-01,47.99552752,47.99376704,47.99692993,63.3675607,39.88551225,167.4314494,40.89047619,148.6924686,37.51473284,47.99552752418068,47.993767043241135,47.99692993017096,63.367560699199835,39.88551224850577,167.43144935646333,40.89047619047619,148.69246861924685,37.51473284442117,45.65231099,43.70594629,40.35648345,45.6523109906047,43.70594629198647,40.356483454054825,55.6530408773679,56.222576785002,55.29329748033065,55.78272198837441,53.404911024952774,51.859956236323846,51.85517654099342,55.4145180483935,55.33777733558849,56.71481553777084,54.66316199376947,86.75616108996194,56.85432725143917,54.78785519657454,86.75616108996194,25.375789380058702,72.35737809412515,116.29744940725662,65.62270099842353,48.56049404192398,45.76114812916453,90.41,85.30623712305676,65.7768446310738,64.94835121176003,62.62975778546713,73.32261952591402,52.39520958083832,26.393605778603163,30.389197776012704,103.5312161,103.53121613430561,60.14580801944108,57.599999999999994,60.74766355140187,33.32972507,33.32972506783643,54.47508466376391,52.12932274404353
2000-11-01,57.56684289,83.41254383,47.58156754,87.68501666,77.01826753,134.9561649,43.64603175,162.91841,39.91291252,57.566842888003556,83.41254382547721,47.58156754153624,87.68501665579174,77.01826753093695,134.9561648946092,43.646031746031746,162.91841004184099,39.9129125196438,45.65231099,43.70594629,40.35648345,45.6523109906047,43.70594629198647,40.356483454054825,55.722831505483555,56.222576785002,55.36301165222588,55.852876327921415,53.61367929217616,51.98925800676348,51.924995012966285,55.840936136453784,55.417371405830266,56.792894788210035,54.809190031152646,88.04848727709879,56.9323836471851,54.92409497859089,88.04848727709879,25.375789380058702,72.76107510889196,113.31577056639924,65.62270099842353,52.34408976254675,45.31009738595593,90.41,86.14909159018542,70.86582683463307,64.94835121176003,62.62975778546713,73.32261952591402,57.604790419161674,26.124272800960366,31.350277998411435,105.720662,105.72066197674634,58.930741190765495,57.71428571428571,61.33177570093458,33.55735139,33.55735139051363,54.302301472112795,51.947970733537616
2000-12-01,79.77724465,157.5535645,49.73212136,164.6691164,136.1562421,291.0277933,40.53968254,423.3786611,28.55552645,79.77724465094063,157.55356447214646,49.732121358054414,164.66911638449122,136.15624210792154,291.0277933221414,40.53968253968254,423.3786610878661,28.555526453640653,45.65231099,43.70594629,40.35648345,45.6523109906047,43.70594629198647,40.356483454054825,55.6530408773679,56.222576785002,55.36301165222588,55.78272198837441,53.544089869768364,51.98925800676348,51.924995012966285,55.77151923839746,55.417371405830266,56.92953347647863,54.74104361370716,92.72690843518333,57.07873938920871,54.85597508758271,92.72690843518333,25.375789380058702,72.85668755975779,115.85438869596456,65.1077246452969,57.423675741497775,44.65402357765249,90.41,82.28132609102828,73.53529294141171,65.18673023440603,62.92634700939199,73.32261952591402,47.04590818363273,25.887772795830212,32.44638602065131,111.5294896,111.52948955788625,58.44471445929527,57.71428571428571,61.6822429906542,33.7121646,33.71216460260988,53.95949961987698,51.361390782315056
2001-01-01,29.76150414,38.29762369,26.46430291,22.71712627,20.92347841,30.66592054,33.01746032,254.1841004,26.09514144,29.761504141382343,38.297623685235685,26.464302913556462,22.71712627494076,20.92347840727334,30.665920537213207,33.01746031746032,254.18410041841003,26.095141435306445,45.70590832,43.92600644,40.3587026,45.70590831704395,43.92600644176075,40.35870259906263,55.7926221335992,56.29238133226964,55.4327258241211,55.852876327921415,53.68326871458395,52.12850606723691,51.924995012966285,55.910353034510116,55.417371405830266,57.23209057193051,54.87733644859813,97.41534762572631,57.293394477510006,55.00194628260024,97.41534762572631,26.478697856444008,70.56198873897802,115.07603879774877,63.152916447714134,59.641645646690435,44.120963608405944,90.41,82.36561153774115,71.41571685662868,65.30591974572904,62.92634700939199,73.9252711932503,45.50898203592814,31.699721945764033,44.6703733121525,116.8947339,116.89473394192092,57.837181044957475,57.82857142857143,61.91588785046729,33.86984278,33.869842780693965,53.9014444674822,51.40641610906135
2001-02-01,38.09528979,36.14335801,38.8514327,41.35100793,32.67110026,79.81719828,36.59206349,79.28870293,35.2556967,38.09528978820873,36.143358005453834,38.85143269925355,41.35100793296473,32.67110026096473,79.81719828390226,36.592063492063495,79.2887029288703,35.25569669984285,45.70590832,43.92600644,40.3587026,45.70590831704395,43.92600644176075,40.35870259906263,55.7926221335992,56.36218587953729,55.502439996016335,55.923030667468424,53.75285813699175,52.19813009747364,52.134450428884904,55.97976993256644,55.417371405830266,57.300409916064815,54.95521806853583,95.72230014025246,57.36169382378769,55.138186064616576,95.72230014025246,26.478697856444008,69.98831403378307,115.07603879774877,63.152916447714134,62.18143863616595,44.090210148641724,86.66,82.36561153774115,71.41571685662868,65.30591974572904,62.92634700939199,73.94535958216152,53.46307385229541,29.657408452438364,41.11993645750596,115.0230516,115.02305163198209,57.95868772782504,58.05714285714285,62.032710280373834,34.23170708,34.23170708473142,54.07422765913332,52.6258520417735
2001-03-01,46.3433168,53.89559797,43.42643872,57.52944813,46.22442967,107.6291737,41.17301587,149.2154812,37.79138292,46.34331679675203,53.89559797428905,43.42643871899831,57.529448126652696,46.224429665796784,107.62917366163029,41.17301587301587,149.2154811715481,37.791382922996334,45.70590832,43.92600644,40.3587026,45.70590831704395,43.92600644176075,40.35870259906263,56.00199401794617,56.57159952134024,55.71158251170202,56.05331729805572,54.031215826622926,52.53630395862343,52.40375024935168,56.188020626735415,55.76559546313799,57.73960569978529,55.441978193146426,97.71588859947907,57.888574495072696,55.56636823666796,97.71588859947907,26.478697856444008,70.41325825985341,115.07603879774877,63.152916447714134,61.259458989301564,43.854433623782676,86.66,82.36561153774115,72.11557688462307,66.93484306714342,65.15076618882847,72.97107271996786,38.60279441117764,26.841981059478986,31.294678316123903,118.3283434,118.32834340502913,58.32320777642771,58.285714285714285,62.38317757009346,34.25361452,34.25361452465177,54.417029511369144,53.89031330123195
2001-04-01,53.89550473,79.82859369,43.87942451,69.9440228,62.19378736,104.2902444,46.47777778,298.9016736,38.57713463,53.89550472758063,79.82859368913128,43.879424512400675,69.94402280298087,62.19378735583803,104.290244357396,46.477777777777774,298.90167364016736,38.577134625458356,45.70590832,43.92600644,40.3587026,45.70590831704395,43.92600644176075,40.35870259906263,56.14157527417747,56.64140406860789,55.78129668359725,56.12347163760272,54.16045332538025,52.67555201909688,52.54338719329743,56.25743752479174,55.904885086061086,58.032402888932275,55.5880062305296,100.2003606491685,58.10322958337399,55.634488127676136,100.2003606491685,26.478697856444008,71.36938276851164,116.63273859418035,64.70835522858643,59.5024789075411,45.679138903126606,86.66,82.36561153774115,72.11557688462307,67.00437028208184,65.15076618882847,73.33266372036962,36.057884231536924,29.619445327970617,32.811755361397935,121.7374134,121.73741344158111,58.68772782503038,58.51428571428571,62.850467289719624,34.29525203,34.295252030341715,54.761213629138155,54.56819460946783
